730.0   0.25208   0.00232
735.0   0.25271   0.00248
740.0   0.25298   0.00253
745.0   0.25297   0.00242
750.0   0.25273   0.00209
755.0   0.25177   0.00239
760.0   0.25085   0.00261
765.0   0.24946   0.00232
770.0   0.24806   0.00182
775.0   0.24540   0.00209
780.0   0.24208   0.00185
785.0   0.23791   0.00158
790.0   0.23326   0.00111
795.0   0.22771   0.00168
800.0   0.22246   0.00145
805.0   0.21551   0.00108
810.0   0.20918   0.00145
815.0   0.20278   0.00100
820.0   0.19535   0.00081
825.0   0.18865   0.00087
830.0   0.18125   0.00160
835.0   0.17442   0.00050
840.0   0.16760   0.00072
845.0   0.16128   0.00078
850.0   0.15450   0.00135
855.0   0.14820   0.00085
860.0   0.14167   0.00034
865.0   0.13623   0.00119
870.0   0.13162   0.00035
875.0   0.12750   0.00041
880.0   0.12265   0.00035
885.0   0.11791   0.00007
890.0   0.11408   0.00029
895.0   0.11152   0.00085
900.0   0.10838   0.00006
905.0   0.10559   0.00064
910.0   0.10327   0.00043
915.0   0.10081   0.00023
920.0   0.09932   0.00017
925.0   0.09722   0.00054
930.0   0.09576   0.00033
935.0   0.09487   0.00009
940.0   0.09386   0.00005
945.0   0.09315   0.00022
950.0   0.09311   0.00014
955.0   0.09282   0.00015
960.0   0.09259   0.00023
965.0   0.09264   0.00028
970.0   0.09338   0.00030
975.0   0.09373   0.00045
980.0   0.09432   0.00045
985.0   0.09574   0.00033
990.0   0.09659   0.00004
995.0   0.09766   0.00002
1000.0   0.09937   0.00007
1005.0   0.10094   0.00025
1010.0   0.10301   0.00035
1015.0   0.10462   0.00019
1020.0   0.10691   0.00028
1025.0   0.10880   0.00023
1030.0   0.11123   0.00002
1035.0   0.11390   0.00036
1040.0   0.11649   0.00021
1045.0   0.11948   0.00017
1050.0   0.12240   0.00002
1055.0   0.12554   0.00013
1060.0   0.12927   0.00024
1065.0   0.13304   0.00010
1070.0   0.13739   0.00013
1075.0   0.14123   0.00020
1080.0   0.14558   0.00008
1085.0   0.14996   0.00008
1090.0   0.15481   0.00027
1095.0   0.15906   0.00009
1100.0   0.16406   0.00000
1105.0   0.16886   0.00012
1110.0   0.17383   0.00015
1115.0   0.17818   0.00029
1120.0   0.18289   0.00026
1125.0   0.18749   0.00003
1130.0   0.19113   0.00001
1135.0   0.19525   0.00029
1140.0   0.19898   0.00000
1145.0   0.20229   0.00007
1150.0   0.20582   0.00017
1155.0   0.20860   0.00002
1160.0   0.21147   0.00016
1165.0   0.21413   0.00012
1170.0   0.21629   0.00001
1175.0   0.21871   0.00018
1180.0   0.22044   0.00057
1185.0   0.22263   0.00004
1190.0   0.22437   0.00005
1195.0   0.22585   0.00006
1200.0   0.22737   0.00035
1205.0   0.22921   0.00004
1210.0   0.23030   0.00044
1215.0   0.23178   0.00018
1220.0   0.23341   0.00033
1225.0   0.23482   0.00003
1230.0   0.23615   0.00039
1235.0   0.23748   0.00027
1240.0   0.23849   0.00023
1245.0   0.23981   0.00012
1250.0   0.24116   0.00039
1255.0   0.24216   0.00001
1260.0   0.24376   0.00022
1265.0   0.24487   0.00036
1270.0   0.24602   0.00003
1275.0   0.24758   0.00037
1280.0   0.24873   0.00021
1285.0   0.24958   0.00006
1290.0   0.25136   0.00024
1295.0   0.25278   0.00021
1300.0   0.25421   0.00013
1305.0   0.25548   0.00038
1310.0   0.25674   0.00020
1315.0   0.25839   0.00031
1320.0   0.25981   0.00020
1325.0   0.26098   0.00028
1330.0   0.26299   0.00005
1335.0   0.26398   0.00026
1340.0   0.26516   0.00016
1345.0   0.26660   0.00013
1350.0   0.26829   0.00065
1355.0   0.26888   0.00002
1360.0   0.27011   0.00045
1365.0   0.27175   0.00061
1370.0   0.27213   0.00021
1375.0   0.27517   0.00047
1380.0   0.27476   0.00085
1385.0   0.27736   0.00051
1390.0   0.27884   0.00087
1395.0   0.27951   0.00066
1400.0   0.28082   0.00053
1405.0   0.28139   0.00001
1410.0   0.28375   0.00060
1415.0   0.28462   0.00031
1420.0   0.28604   0.00042
1425.0   0.28711   0.00055
1430.0   0.28804   0.00019
1435.0   0.28890   0.00036
1440.0   0.29034   0.00036
1445.0   0.29070   0.00031
1450.0   0.29080   0.00031
1455.0   0.29254   0.00021
1460.0   0.29361   0.00050
1465.0   0.29329   0.00016
1470.0   0.29391   0.00041
1475.0   0.29506   0.00018
1480.0   0.29488   0.00002
1485.0   0.29626   0.00000
1490.0   0.29608   0.00046
1495.0   0.29686   0.00008
1500.0   0.29727   0.00014
1505.0   0.29757   0.00016
1510.0   0.29791   0.00080
1515.0   0.29800   0.00036
1520.0   0.29783   0.00006
1525.0   0.29783   0.00038
1530.0   0.29802   0.00020
1535.0   0.29829   0.00005
1540.0   0.29807   0.00036
1545.0   0.29776   0.00043
1550.0   0.29800   0.00021
1555.0   0.29700   0.00020
1560.0   0.29672   0.00024
1565.0   0.29643   0.00018
1570.0   0.29668   0.00024
1575.0   0.29575   0.00049
1580.0   0.29504   0.00027
1585.0   0.29423   0.00023
1590.0   0.29392   0.00025
1595.0   0.29307   0.00044
1600.0   0.29227   0.00028
1605.0   0.29093   0.00027
1610.0   0.29068   0.00004
1615.0   0.28960   0.00035
1620.0   0.28890   0.00019
1625.0   0.28751   0.00045
1630.0   0.28682   0.00012
1635.0   0.28564   0.00023
1640.0   0.28428   0.00004
1645.0   0.28305   0.00014
1650.0   0.28166   0.00000
1655.0   0.28048   0.00026
1660.0   0.27918   0.00009
1665.0   0.27832   0.00038
1670.0   0.27655   0.00026
1675.0   0.27525   0.00014
1680.0   0.27381   0.00031
1685.0   0.27299   0.00026
1690.0   0.27105   0.00034
1695.0   0.27017   0.00006
1700.0   0.26938   0.00064
1705.0   0.26752   0.00064
1710.0   0.26595   0.00026
1715.0   0.26447   0.00071
1720.0   0.26274   0.00044
1725.0   0.26169   0.00029
1730.0   0.25988   0.00045
1735.0   0.25876   0.00058
1740.0   0.25741   0.00044
1745.0   0.25561   0.00035
1750.0   0.25425   0.00008
1755.0   0.25242   0.00011
1760.0   0.25126   0.00020
1765.0   0.25001   0.00091
1770.0   0.24881   0.00032
1775.0   0.24729   0.00037
1780.0   0.24613   0.00067
1785.0   0.24500   0.00056
1790.0   0.24368   0.00070
1795.0   0.24227   0.00037
1800.0   0.24142   0.00033
1805.0   0.24032   0.00060
1810.0   0.23888   0.00045
1815.0   0.23734   0.00109
1820.0   0.23594   0.00048
1825.0   0.23459   0.00028
1830.0   0.23400   0.00063
1835.0   0.23126   0.00072
1840.0   0.23040   0.00042
1845.0   0.22888   0.00061
1850.0   0.22843   0.00088
1855.0   0.22701   0.00055
1860.0   0.22657   0.00053
1865.0   0.22594   0.00042
1870.0   0.22266   0.00038
1875.0   0.22219   0.00112
1880.0   0.22214   0.00065
1885.0   0.22116   0.00041
1890.0   0.22039   0.00042
1895.0   0.22013   0.00046
1900.0   0.21782   0.00042
1905.0   0.21709   0.00077
1910.0   0.21711   0.00070
1915.0   0.21608   0.00033
1920.0   0.21465   0.00061
1925.0   0.21432   0.00057
1930.0   0.21366   0.00037
1935.0   0.21320   0.00050
1940.0   0.21258   0.00038
1945.0   0.21250   0.00036
1950.0   0.21158   0.00082
1955.0   0.21161   0.00064
1960.0   0.21084   0.00081
1965.0   0.21094   0.00076
1970.0   0.21030   0.00030
1975.0   0.20976   0.00040
1980.0   0.20897   0.00045
1985.0   0.20896   0.00059
1990.0   0.20862   0.00037
1995.0   0.20842   0.00049
2000.0   0.20845   0.00031
2005.0   0.20775   0.00066
2010.0   0.20806   0.00048
2015.0   0.20746   0.00077
2020.0   0.20701   0.00024
2025.0   0.20649   0.00029
2030.0   0.20660   0.00055
2035.0   0.20683   0.00064
2040.0   0.20606   0.00117
2045.0   0.20641   0.00057
2050.0   0.20620   0.00036
2055.0   0.20648   0.00071
2060.0   0.20648   0.00074
2065.0   0.20650   0.00048
2070.0   0.20645   0.00063
2075.0   0.20693   0.00044
2080.0   0.20647   0.00056
2085.0   0.20702   0.00044
2090.0   0.20688   0.00008
2095.0   0.20677   0.00070
2100.0   0.20719   0.00029
2105.0   0.20770   0.00034
2110.0   0.20766   0.00044
2115.0   0.20844   0.00082
2120.0   0.20858   0.00022
2125.0   0.20906   0.00048
2130.0   0.20894   0.00005
2135.0   0.20969   0.00038
2140.0   0.20942   0.00097
2145.0   0.20977   0.00067
2150.0   0.21039   0.00031
2155.0   0.21097   0.00010
2160.0   0.21113   0.00026
2165.0   0.21164   0.00059
2170.0   0.21240   0.00005
2175.0   0.21338   0.00052
2180.0   0.21399   0.00037
2185.0   0.21487   0.00114
2190.0   0.21585   0.00027
2195.0   0.21662   0.00086
2200.0   0.21662   0.00038
2205.0   0.21747   0.00014
2210.0   0.21812   0.00050
2215.0   0.21970   0.00058
2220.0   0.22011   0.00059
2225.0   0.22117   0.00014
2230.0   0.22205   0.00020
2235.0   0.22284   0.00028
2240.0   0.22397   0.00044
2245.0   0.22505   0.00063
2250.0   0.22557   0.00034
2255.0   0.22670   0.00058
2260.0   0.22807   0.00028
2265.0   0.22910   0.00043
2270.0   0.23016   0.00050
2275.0   0.23144   0.00065
2280.0   0.23256   0.00086
2285.0   0.23376   0.00045
2290.0   0.23467   0.00069
2295.0   0.23561   0.00094
2300.0   0.23650   0.00104
2305.0   0.23751   0.00057
2310.0   0.23875   0.00065
2315.0   0.24049   0.00063
2320.0   0.24191   0.00054
2325.0   0.24317   0.00062
2330.0   0.24426   0.00004
2335.0   0.24515   0.00061
2340.0   0.24647   0.00079
2345.0   0.24809   0.00044
2350.0   0.24965   0.00075
2355.0   0.25118   0.00060
2360.0   0.25249   0.00034
2365.0   0.25401   0.00073
2370.0   0.25548   0.00066
2375.0   0.25665   0.00063
2380.0   0.25857   0.00065
2385.0   0.26041   0.00078
2390.0   0.26210   0.00058
2395.0   0.26377   0.00057
2400.0   0.26553   0.00061
2405.0   0.26741   0.00034
2410.0   0.26923   0.00093
2415.0   0.27124   0.00043
2420.0   0.27281   0.00071
2425.0   0.27476   0.00089
2430.0   0.27656   0.00058
2435.0   0.27859   0.00015
2440.0   0.28091   0.00102
2445.0   0.28261   0.00077
2450.0   0.28464   0.00061
2455.0   0.28674   0.00053
2460.0   0.28864   0.00069
2465.0   0.29087   0.00080
2470.0   0.29237   0.00069
2475.0   0.29483   0.00098
2480.0   0.29695   0.00048
2485.0   0.29872   0.00083
2490.0   0.30027   0.00084
2495.0   0.30344   0.00064
2500.0   0.30589   0.00151
2505.0   0.30762   0.00105
2510.0   0.30959   0.00184
2515.0   0.31179   0.00182
2520.0   0.31405   0.00180
2525.0   0.31613   0.00266
2530.0   0.31673   0.00220
2535.0   0.31950   0.00206
2540.0   0.32176   0.00281
2545.0   0.32273   0.00242
2550.0   0.32528   0.00178
2555.0   0.32793   0.00311
2560.0   0.33058   0.00377
2565.0   0.33546   0.00306
2570.0   0.33527   0.00361
2575.0   0.34085   0.00391
2580.0   0.34050   0.00546
2585.0   0.34078   0.00358
2590.0   0.34169   0.00159
2595.0   0.34601   0.00376
2600.0   0.34861   0.00590
